                     instance, dim, nVertices, nFaces, orientable, genus, index, q,      QQLvTime,  QQLvMemory, QQLvTrials,   QQLvTimeA, QQLvMemoryA,     QQLvTimeB,  QQLvMemory, QQLvmaxLenBefore, QQLvmaxDegBefore, QQLvmaxLenAfter, QQLvmaxDegAfter,       F2LvTime,  F2LvMemory, F2LvTrials,   F2LvTimeA, F2LvMemoryA,      F2LvTimeB,  F2LvMemory, F2LvmaxLenBefore, F2LvmaxDegBefore, F2LvmaxLenAfter, F2LvmaxDegAfter,       F4LvTime,  F4LvMemory, F4LvTrials,   F4LvTimeA, F4LvMemoryA,      F4LvTimeB,  F4LvMemory, F4LvmaxLenBefore, F4LvmaxDegBefore, F4LvmaxLenAfter, F4LvmaxDegAfter,      F3LvTime,  F3LvMemory, F3LvTrials,   F3LvTimeA, F3LvMemoryA,     F3LvTimeB,  F3LvMemory, F3LvmaxLenBefore, F3LvmaxDegBefore, F3LvmaxLenAfter, F3LvmaxDegAfter,      F9LvTime,  F9LvMemory, F9LvTrials,   F9LvTimeA, F9LvMemoryA,     F9LvTimeB,  F9LvMemory, F9LvmaxLenBefore, F9LvmaxDegBefore, F9LvmaxLenAfter, F9LvmaxDegAfter,      F5LvTime,  F5LvMemory, F5LvTrials,   F5LvTimeA, F5LvMemoryA,     F5LvTimeB,  F5LvMemory, F5LvmaxLenBefore, F5LvmaxDegBefore, F5LvmaxLenAfter, F5LvmaxDegAfter,     F25LvTime, F25LvMemory, F25LvTrials,  F25LvTimeA, F25LvMemoryA,    F25LvTimeB, F25LvMemory, F25LvmaxLenBefore, F25LvmaxDegBefore, F25LvmaxLenAfter, F25LvmaxDegAfter,   F7919LvTime, F7919LvMemory, F7919LvTrials, F7919LvTimeA, F7919LvMemoryA,  F7919LvTimeB, F7919LvMemory, F7919LvmaxLenBefore, F7919LvmaxDegBefore, F7919LvmaxLenAfter, F7919LvmaxDegAfter, F62710561LvTime, F62710561LvMemory, F62710561LvTrials, F62710561LvTimeA, F62710561LvMemoryA, F62710561LvTimeB, F62710561LvMemory, F62710561LvmaxLenBefore, F62710561LvmaxDegBefore, F62710561LvmaxLenAfter, F62710561LvmaxDegAfter
 manifold_lex_d2_n8_o0_g1_#07,   2,         8,     14,          0,     1,     7, 2,   0.086367125,    14928096,          1, 0.006349385,     1444632,   0.060135328,     8641976,              n/a,              n/a,             n/a,             n/a,    3.280108545,  2217947420,         26, 0.017164391,    23145008,     2.00907569,  2115837556,                6,                3,            2188,              17,    4.326831071,  2554383900,          2, 1.070321688,   359865672,    2.048782217,  2115788164,                6,                3,            2188,              17,   1.217410706,   110417208,         54, 0.017536072,    23145072,   0.061844836,     8636432,              n/a,              n/a,             n/a,             n/a,   2.258850352,   448881552,          1, 0.955976991,   361499952,   0.056213288,     8651536,              n/a,              n/a,             n/a,             n/a,   1.249394829,   110417112,         14,  0.01678926,    23144976,   0.064512117,     8636432,              n/a,              n/a,             n/a,             n/a,   2.233720895,   449696184,           1,   0.9643752,    362314584,   0.056835357,     8651536,               n/a,               n/a,              n/a,              n/a,   1.232397588,     110417016,             1,  0.017965077,       23144880,   0.058945511,       8636432,                 n/a,                 n/a,                n/a,                n/a,     2.689325744,         773832872,                 1,      1.407460897,          686451272,      0.057167751,           8651536,                     n/a,                     n/a,                    n/a,                    n/a
 manifold_lex_d2_n8_o0_g2_#01,   2,         8,      8,          0,     2,     1, 0,   0.072342464,    13524048,          1, 0.000589226,      199416,   0.053607808,     8483144,              n/a,              n/a,             n/a,             n/a,    1.259686854,    89287784,          1, 0.002498287,     2174480,    0.060272992,     8477600,              n/a,              n/a,             n/a,             n/a,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,   1.224302942,    89287784,          1, 0.002392048,     2174480,   0.059793783,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.199395607,    89287784,          1,  0.00223335,     2174480,    0.05772418,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,   1.245307482,      89287784,             1,  0.002751601,        2174480,   0.066648766,       8477600,                 n/a,                 n/a,                n/a,                n/a,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o0_g2_#01,   2,         8,     24,          0,     2,     1, 1,   0.085684408,    14852272,          1, 0.002560604,     1125752,   0.064180045,     8885032,              n/a,              n/a,             n/a,             n/a,    1.321833388,   104123688,         11, 0.011097379,    16279344,    0.059095656,     8879488,              n/a,              n/a,             n/a,             n/a,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,   1.256804451,   103794536,          4, 0.013852829,    16279344,   0.061429604,     8879488,              n/a,              n/a,             n/a,             n/a,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.225590146,   103794472,          1, 0.012128267,    16279280,   0.060993993,     8879488,              n/a,              n/a,             n/a,             n/a,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,   1.212036335,     103794472,             1,  0.012770241,       16279280,   0.061313302,       8879488,                 n/a,                 n/a,                n/a,                n/a,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o0_g2_#01,   2,         8,     16,          0,     2,     1, 2,   0.088267026,    15200192,          1, 0.008914878,     1671656,   0.060475251,     8687048,              n/a,              n/a,             n/a,             n/a, 1338.755703788, 64392334818,         25,  0.02051933,    25962576, 1337.572713341, 64287736538,                6,                3,           53046,              22, 1349.951767284, 64776734178,          2, 1.141564471,   410316968, 1347.554064925, 64287687146,                6,                3,           53046,              22,   1.198349955,   113608904,         13, 0.016984792,    25962544,   0.053305156,     8681504,              n/a,              n/a,             n/a,             n/a,   2.215506675,   499716208,         15, 1.034249056,   412289536,   0.053756119,     8696608,              n/a,              n/a,             n/a,             n/a,    1.15971657,   113279688,          1, 0.017710764,    25962480,   0.056266862,     8681504,              n/a,              n/a,             n/a,             n/a,   2.321993429,   500710448,           1, 1.066100956,    413283776,   0.059242062,     8696608,               n/a,               n/a,              n/a,              n/a,   1.156822861,     113279688,             1,  0.019158981,       25962480,   0.056104679,       8681504,                 n/a,                 n/a,                n/a,                n/a,     2.821181179,         870432984,                 1,      1.568790145,          783006312,      0.055324042,           8696608,                     n/a,                     n/a,                    n/a,                    n/a
 manifold_lex_d2_n8_o0_g2_#02,   2,         8,      8,          0,     2,     2, 0,   0.071551496,    13524048,          1, 0.000574488,      199416,   0.053076447,     8483144,              n/a,              n/a,             n/a,             n/a,    1.208154886,    89287784,          1, 0.002371508,     2174480,    0.056456628,     8477600,              n/a,              n/a,             n/a,             n/a,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,   1.301547345,    89616936,          1, 0.002166575,     2174480,   0.057986649,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.223228838,    89287784,          1, 0.002366049,     2174480,   0.058720117,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,   1.216889595,      89287784,             1,  0.002439767,        2174480,   0.058267128,       8477600,                 n/a,                 n/a,                n/a,                n/a,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o0_g2_#02,   2,         8,     24,          0,     2,     2, 1,   0.092499213,    14857032,          1, 0.002777862,     1130512,   0.069386295,     8885032,              n/a,              n/a,             n/a,             n/a,    1.388069932,   104123656,          2, 0.011038056,    16279312,    0.059389661,     8879488,              n/a,              n/a,             n/a,             n/a,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,   1.397630705,   104123656,          2, 0.012414685,    16279312,   0.060180073,     8879488,              n/a,              n/a,             n/a,             n/a,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.207502524,   103794472,          1, 0.010410385,    16279280,   0.059458529,     8879488,              n/a,              n/a,             n/a,             n/a,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,    1.23121897,     103794472,             1,  0.010789651,       16279280,   0.061484244,       8879488,                 n/a,                 n/a,                n/a,                n/a,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o0_g2_#02,   2,         8,     16,          0,     2,     2, 2,   0.086499625,    15196992,          1, 0.009048937,     1668456,   0.058823477,     8687048,              n/a,              n/a,             n/a,             n/a,            oot,         oot,        oot,         oot,         oot,            oot,         oot,              oot,              oot,             oot,             oot,            oot,         oot,        oot,         oot,         oot,            oot,         oot,              oot,              oot,             oot,             oot,   1.143083151,   113279752,         54, 0.016281232,    25962544,   0.054562816,     8681504,              n/a,              n/a,             n/a,             n/a,   2.259029148,   500066592,          1, 1.049797149,   412639920,   0.055444818,     8696608,              n/a,              n/a,             n/a,             n/a,   1.192356088,   113279688,          1,  0.01746348,    25962480,   0.056681492,     8681504,              n/a,              n/a,             n/a,             n/a,   2.349439503,   501081680,           1, 1.147430986,    413655008,   0.055705017,     8696608,               n/a,               n/a,              n/a,              n/a,   1.236509365,     113279688,             1,  0.016916435,       25962480,   0.055393395,       8681504,                 n/a,                 n/a,                n/a,                n/a,     2.898914789,         871529944,                 1,       1.62790683,          784103272,      0.055999028,           8696608,                     n/a,                     n/a,                    n/a,                    n/a
 manifold_lex_d2_n8_o1_g0_#01,   2,         8,      8,          1,     0,    1, 0,   0.078480802,    13524048,          1, 0.000718568,      199416,   0.058084882,     8483144,              n/a,              n/a,             n/a,             n/a,    1.227011146,    89287784,          1, 0.002363102,     2174480,    0.057850382,     8477600,              n/a,              n/a,             n/a,             n/a,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,   1.221323957,    89287784,          1, 0.002624243,     2174480,   0.058741122,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.220308742,    89287784,          1, 0.002258467,     2174480,   0.058750009,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,   1.200527508,      89287784,             1,  0.002365708,        2174480,   0.057798656,       8477600,                 n/a,                 n/a,                n/a,                n/a,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o1_g0_#01,   2,         8,     18,          1,     0,    1, 1,   0.083811394,    14158480,          1, 0.002504518,      584296,   0.062217967,     8732696,              n/a,              n/a,             n/a,             n/a,    1.212977053,   100027864,         36,  0.01045839,    12665008,    0.057314527,     8727152,              n/a,              n/a,             n/a,             n/a,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,    1.38832397,   100356952,          5, 0.009516192,    12664944,   0.059628177,     8727152,              n/a,              n/a,             n/a,             n/a,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.393583821,   100356920,          2, 0.009379818,    12664912,    0.05690819,     8727152,              n/a,              n/a,             n/a,             n/a,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,   1.218335975,     100027736,             1,  0.009654173,       12664880,   0.057947951,       8727152,                 n/a,                 n/a,                n/a,                n/a,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o1_g0_#01,   2,         8,     12,          1,     0,    1, 2,   1.143501714,  1459886780,          1,   0.0045944,     1187640,   1.120093607,  1453857652,                6,                3,            9300,              15,    4.619269717,  3269302526,         84,  0.01504128,    20327440,    3.364755725,  3170010230,                6,                3,            8344,              15,    5.530030954,  3558688254,          2, 0.922930606,   309997352,    3.381804892,  3169960838,                6,                3,            8344,              15,   5.796371756,  3761030072,         12, 0.012904889,    20327376,   4.693517392,  3662066992,                6,                3,            9188,              15,   7.005625654,  4052057848,          1, 0.925062145,   311510392,   4.806928336,  3661817392,                6,                3,            9188,              15,   4.554838427,  2234149988,          2, 0.013078521,    20327312,   3.450314831,  2135186972,                6,                3,            9300,              15,   5.997875485,  2526145476,           1, 0.872920535,    312277832,   3.915131103,  2135137580,                 6,                 3,             9300,               15,   2.428355645,    1639718740,             1,  0.014814548,       20327280,   1.258643761,    1540755756,                   6,                   3,               9300,                 15,     3.734952054,        2207337404,                 1,      1.342701901,          588268640,      1.200743751,        1540338700,                       6,                       3,                   9300,                     15
 manifold_lex_d2_n8_o1_g0_#02,   2,         8,      8,          1,     0,    2, 0,   0.081506699,    13524048,          1, 0.000694515,      199416,   0.061438215,     8483144,              n/a,              n/a,             n/a,             n/a,    1.257612202,    89287784,          1, 0.002475632,     2174480,    0.063984521,     8477600,              n/a,              n/a,             n/a,             n/a,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,   1.293120567,    89287784,          1,  0.00245748,     2174480,   0.062831574,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.210641494,    89287784,          1, 0.002337505,     2174480,   0.057772212,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,   1.201679592,      89287784,             1,  0.002334596,        2174480,   0.056581044,       8477600,                 n/a,                 n/a,                n/a,                n/a,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o1_g0_#02,   2,         8,     18,          1,     0,    2, 1,   0.084156043,    14158840,          1, 0.002793392,      584656,   0.061150935,     8732696,              n/a,              n/a,             n/a,             n/a,    1.374134623,   100356952,         32, 0.009942197,    12664944,    0.059288401,     8727152,              n/a,              n/a,             n/a,             n/a,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,   1.299107419,   100356952,          4, 0.008651163,    12664944,   0.055799584,     8727152,              n/a,              n/a,             n/a,             n/a,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.220963672,   100027736,          1, 0.009210774,    12664880,   0.058368473,     8727152,              n/a,              n/a,             n/a,             n/a,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,   1.213541434,     100027736,             1,  0.009547145,       12664880,   0.059380012,       8727152,                 n/a,                 n/a,                n/a,                n/a,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o1_g0_#02,   2,         8,     12,          1,     0,    2, 2,   1.770892516,  1352814184,          1, 0.005288124,     1204920,   1.745765401,  1346767776,                6,                3,            9142,              15,    7.042332747,  2842088228,       >100, 0.015443983,    20327312,    5.853116261,  2743125004,                6,                3,            8288,              15,    8.102617761,  3131810636,          2, 0.861753653,   310004960,    6.016569831,  2743075612,                6,                3,            8288,              15,   8.926500986,  2938577562,         49, 0.014189073,    20327408,   7.827194813,  2839614450,                6,                3,            9036,              15,  10.207712257,  3229818090,          1, 0.864199251,   311522968,   8.115914609,  2839565058,                6,                3,            9036,              15,   8.320851121,  2021359616,          1, 0.014397123,    20327280,    7.22287926,  1922396632,                6,                3,            9138,              15,   9.446581762,  2313030976,           1, 0.910550918,    312282824,   7.319876017,  1922018088,                 6,                 3,             9138,               15,   2.938754127,    1532201488,             1,  0.013251802,       20327280,   1.843392025,    1433238504,                   6,                   3,               9142,                 15,     4.317822597,        2100612400,                 1,      1.313963079,          588860680,      1.801481248,        1433021656,                       6,                       3,                   9142,                     15
 manifold_lex_d2_n8_o1_g1_#01,   2,         8,      8,          1,     1,     1, 0,   0.068551244,    13524048,          1,  0.00049597,      199416,   0.050677482,     8483144,              n/a,              n/a,             n/a,             n/a,    1.156032959,    89287784,          1, 0.001677807,     2174480,    0.054148926,     8477600,              n/a,              n/a,             n/a,             n/a,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,   1.244814477,    89287784,          1, 0.002487276,     2174480,    0.06257833,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.142185111,    89287784,          1,  0.00176472,     2174480,    0.05361835,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,   1.189246669,      89287784,             1,  0.002326985,        2174480,     0.0574407,       8477600,                 n/a,                 n/a,                n/a,                n/a,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o1_g1_#01,   2,         8,     24,          1,     1,     1, 1,   0.099415049,    36523152,          1, 0.001909141,      859640,   0.078298044,    30822024,                2,                2,              24,               5,    1.255816855,   125172768,         11,  0.01117174,    16279344,    0.085156146,    30257720,                2,                2,              24,               5,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,   1.353346567,   125501856,          1, 0.011792395,    16279280,   0.085300638,    30257720,                2,                2,              24,               5,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.252615138,   125172704,          1, 0.012020693,    16279280,   0.089236022,    30257720,                2,                2,              24,               5,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,   1.257443233,     125172704,             1,  0.011165646,       16279280,   0.083405076,      30257720,                   2,                   2,                 24,                  5,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o1_g1_#01,   2,         8,     16,          1,     1,     1, 2,   3.587906772,  1873290208,          1, 0.009129807,     1658152,   3.559959894,  1866790568,                6,                3,            5179,              20,  578.146179681, 10820883912,         26, 0.018226482,    25962608,  576.969215906, 10716285600,                6,                3,            4818,              20,  571.113922475, 11204537400,          2, 1.074637221,   409571128,  568.873485403, 10716236208,                6,                3,            4818,              20,  47.761725131,  8728879864,          1, 0.016817139,    25962480,   46.68328481,  8624281680,                6,                3,            5169,              20,  48.657051418,  9114045320,          1, 1.061314788,   411283176,  46.443687407,  8624032080,                6,                3,            5169,              20,  32.068798378,  6151909182,          1, 0.015583014,    25962480,  30.998432106,  6047310998,                6,                3,            5179,              20,  33.594006301,  6537926926,           1, 1.252884754,    412135464,  31.203954635,  6047061398,                 6,                 3,             5179,               20,    7.66968335,    2400614008,             1,  0.016572731,       25962480,   6.600831509,    2296015824,                   6,                   3,               5179,                 20,     9.545646577,        3154882440,                 1,      1.555329506,          780353400,      6.832492712,        2295798976,                       6,                       3,                   5179,                     20
 manifold_lex_d2_n8_o1_g1_#03,   2,         8,      8,          1,     1,     3, 0,   0.071452945,    13524048,          1, 0.000532749,      199416,   0.053018302,     8483144,              n/a,              n/a,             n/a,             n/a,    1.142295392,    89287784,          1, 0.001744934,     2174480,    0.054262095,     8477600,              n/a,              n/a,             n/a,             n/a,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,   1.266469782,    89287784,          1, 0.002315894,     2174480,   0.058194964,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.130912577,    89287784,          1, 0.001739713,     2174480,   0.053494274,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,   1.191789532,      89287784,             1,  0.002335812,        2174480,   0.056904402,       8477600,                 n/a,                 n/a,                n/a,                n/a,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o1_g1_#03,   2,         8,     24,          1,     1,     3, 1,   0.083724025,    14654152,          1, 0.002113125,      927632,   0.062935717,     8885032,              n/a,              n/a,             n/a,             n/a,    1.276420178,   103794536,          7, 0.013524893,    16279344,    0.060870252,     8879488,              n/a,              n/a,             n/a,             n/a,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,   1.336317114,   104188120,          1, 0.106053805,    16672928,   0.058377806,     8879488,              n/a,              n/a,             n/a,             n/a,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.225584921,   103794472,          1, 0.011195683,    16279280,   0.060023743,     8879488,              n/a,              n/a,             n/a,             n/a,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,   1.235784105,     103794472,             1,  0.013285814,       16279280,   0.061282184,       8879488,                 n/a,                 n/a,                n/a,                n/a,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o1_g1_#03,   2,         8,     16,          1,     1,     3, 2,  27.002890039, 16183001068,          1, 0.010093805,     1669768,  26.969663767, 16176489812,                6,                3,           20293,              18,            oot,         oot,        oot,         oot,         oot,            oot,         oot,              oot,              oot,             oot,             oot,            oot,         oot,        oot,         oot,         oot,            oot,         oot,              oot,              oot,             oot,             oot,           oot,         oot,        oot,         oot,         oot,           oot,         oot,              oot,              oot,             oot,             oot,           oot,         oot,        oot,         oot,         oot,           oot,         oot,              oot,              oot,             oot,             oot,           oot,         oot,        oot,         oot,         oot,           oot,         oot,              oot,              oot,             oot,             oot,           oot,         oot,         oot,         oot,          oot,           oot,         oot,               oot,               oot,              oot,              oot,  367.39565742,   21846085400,             1,  0.016270544,       25962480, 366.319022993,   21741487216,                   6,                   3,              20293,                 18,   378.557735313,       22601934808,                 1,      1.530580754,          781805432,    375.544340301,       21741070160,                       6,                       3,                  20293,                     18
 manifold_lex_d2_n8_o1_g1_#07,   2,         8,      8,          1,     1,     7, 0,   0.070617774,    13524048,          1, 0.000637596,      199416,   0.052208967,     8483144,              n/a,              n/a,             n/a,             n/a,    1.161857842,    89287784,          1, 0.001794135,     2174480,    0.055252618,     8477600,              n/a,              n/a,             n/a,             n/a,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,    1.18203788,    89287784,          1, 0.002368614,     2174480,   0.059568064,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.155229346,    89287784,          1, 0.001774419,     2174480,   0.055421234,     8477600,              n/a,              n/a,             n/a,             n/a,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,   1.155979193,      89287784,             1,  0.002451028,        2174480,   0.056793308,       8477600,                 n/a,                 n/a,                n/a,                n/a,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o1_g1_#07,   2,         8,     24,          1,     1,     7, 1,   0.085696833,    15054056,          1,  0.00361355,     1327536,   0.062839622,     8885032,              n/a,              n/a,             n/a,             n/a,    1.383974758,   104123656,          2, 0.012012837,    16279312,    0.059570869,     8879488,              n/a,              n/a,             n/a,             n/a,               ,            ,           ,            ,            ,               ,            ,                 ,                 ,                ,                ,   1.619395063,   104123656,          5,  0.01169485,    16279312,   0.060763456,     8879488,              n/a,              n/a,             n/a,             n/a,              ,            ,           ,            ,            ,              ,            ,                 ,                 ,                ,                ,   1.203289711,   103794504,          2, 0.011530051,    16279312,   0.059526586,     8879488,              n/a,              n/a,             n/a,             n/a,              ,            ,            ,            ,             ,              ,            ,                  ,                  ,                 ,                 ,   1.229159403,     103794472,             1,  0.012619425,       16279280,   0.061506489,       8879488,                 n/a,                 n/a,                n/a,                n/a,                ,                  ,                  ,                 ,                   ,                 ,                  ,                        ,                        ,                       ,                       
 manifold_lex_d2_n8_o1_g1_#07,   2,         8,     16,          1,     1,     7, 2,           oom,         oom,        oom,         oom,         oom,           oom,         oom,              oom,              oom,             oom,             oom,            oot,         oot,        oot,         oot,         oot,            oot,         oot,              oot,              oot,             oot,             oot,            oot,         oot,        oot,         oot,         oot,            oot,         oot,              oot,              oot,             oot,             oot,           oom,         oom,        oom,         oom,         oom,           oom,         oom,              oom,              oom,             oom,             oom,           oom,         oom,        oom,         oom,         oom,           oom,         oom,              oom,              oom,             oom,             oom,           oom,         oom,        oom,         oom,         oom,           oom,         oom,              oom,              oom,             oom,             oom,           oom,         oom,         oom,         oom,          oom,           oom,         oom,               oom,               oom,              oom,              oom,           oom,           oom,           oom,          oom,            oom,           oom,           oom,                 oom,                 oom,                oom,                oom,             oom,               oom,               oom,              oom,                oom,              oom,               oom,                     oom,                     oom,                    oom,                    oom
